"","V1","V2"
"2968","u'beer_and_wine'",NA
"2969",NA,NA
"2970","'none'","none"
"2971","u'full_bar'","full_bar"
"2972","'full_bar'",NA
"2973","u'full_bar'","full_bar"
"2974","u'full_bar'",NA
"2975","u'full_bar'","full_bar"
"2976","u'none'","none"
"2977",NA,NA
"2978","'none'","none"
"2979","u'full_bar'","full_bar"
"2980",NA,NA
"2981","'full_bar'","full_bar"
"2982","u'full_bar'",NA
"2983","'full_bar'","full_bar"
"2984",NA,NA
"2985","'full_bar'","full_bar"
"2986","'none'","none"
"2987",NA,NA
"2988","u'full_bar'",NA
"2989","u'full_bar'","full_bar"
"2990","u'none'","none"
"2991",NA,NA
"2992","u'full_bar'",NA
"2993",NA,NA
"2994","u'beer_and_wine'",NA
"2995","u'full_bar'","full_bar"
"2996",NA,NA
"2997","u'full_bar'","full_bar"
"2998","u'none'","none"
"2999","u'none'",NA
"3000","u'full_bar'",NA
"3001","'none'",NA
"3002",NA,NA
"3003","u'full_bar'","full_bar"
"3004","u'full_bar'",NA
"3005","u'full_bar'","full_bar"
"3006","u'full_bar'",NA
"3007",NA,NA
"3008","u'full_bar'",NA
"3009","'full_bar'","full_bar"
"3010","u'full_bar'",NA
"3011","'full_bar'","full_bar"
"3012","u'full_bar'",NA
"3013","u'full_bar'","full_bar"
"3014","'full_bar'",NA
"3015",NA,NA
"3016","u'full_bar'",NA
"3017","u'full_bar'","full_bar"
"3018",NA,NA
"3019",NA,NA
"3020","u'full_bar'",NA
"3021",NA,NA
"3022","u'full_bar'",NA
"3023",NA,NA
"3024","u'full_bar'",NA
"3025","u'full_bar'","full_bar"
"3026",NA,NA
"3027","'full_bar'","full_bar"
"3028","'full_bar'",NA
"3029","u'full_bar'","full_bar"
"3030","'full_bar'",NA
"3031","u'full_bar'","full_bar"
"3032","u'full_bar'",NA
"3033",NA,NA
"3034","u'beer_and_wine'",NA
"3035","u'full_bar'","full_bar"
"3036","u'none'","none"
"3037",NA,NA
"3038","u'full_bar'",NA
"3039","'full_bar'","full_bar"
"3040","u'full_bar'",NA
"3041","'full_bar'","full_bar"
"3042","u'full_bar'",NA
"3043",NA,NA
"3044","u'full_bar'",NA
"3045","u'full_bar'","full_bar"
"3046",NA,NA
"3047","u'full_bar'","full_bar"
"3048",NA,NA
"3049","'full_bar'","full_bar"
"3050",NA,NA
"3051","u'full_bar'","full_bar"
"3052","u'full_bar'",NA
"3053","'full_bar'","full_bar"
"3054",NA,NA
"3055","u'full_bar'","full_bar"
"3056",NA,NA
"3057","u'full_bar'","full_bar"
"3058","u'none'","none"
"3059","u'full_bar'","full_bar"
"3060",NA,NA
"3061","u'full_bar'","full_bar"
"3062","u'full_bar'",NA
"3063","u'full_bar'","full_bar"
"3064","u'full_bar'",NA
"3065","u'full_bar'","full_bar"
"3066","u'full_bar'",NA
"3067",NA,NA
"3068","u'full_bar'",NA
"3069","'none'",NA
"3070",NA,NA
"3071",NA,NA
"3072","u'none'","none"
"3073","u'full_bar'","full_bar"
"3074","u'full_bar'",NA
"3075","u'full_bar'","full_bar"
"3076","u'full_bar'",NA
"3077","u'full_bar'","full_bar"
"3078","'full_bar'",NA
"3079",NA,NA
"3080","u'full_bar'",NA
"3081","u'full_bar'","full_bar"
"3082","u'full_bar'",NA
"3083","u'full_bar'","full_bar"
"3084",NA,NA
"3085","u'full_bar'","full_bar"
"3086","u'full_bar'",NA
"3087",NA,NA
"3088","u'full_bar'",NA
"3089","u'full_bar'","full_bar"
"3090","u'beer_and_wine'",NA
"3091","u'full_bar'","full_bar"
"3092","u'full_bar'",NA
"3093","u'full_bar'","full_bar"
"3094",NA,NA
"3095","u'full_bar'","full_bar"
"3096","u'full_bar'",NA
"3097","u'full_bar'","full_bar"
"3098","u'full_bar'",NA
"3099",NA,NA
"3100","u'full_bar'",NA
"3101","u'full_bar'","full_bar"
"3102","u'full_bar'",NA
"3103",NA,NA
"3104","u'full_bar'",NA
"3105","u'none'",NA
"3106","u'full_bar'",NA
"3107","u'full_bar'","full_bar"
"3108",NA,NA
"3109",NA,NA
"3110",NA,NA
"3111","u'full_bar'","full_bar"
"3112","u'full_bar'",NA
"3113","u'none'",NA
"3114",NA,NA
"3115","'full_bar'","full_bar"
"3116","u'full_bar'",NA
"3117","u'full_bar'","full_bar"
"3118","u'full_bar'",NA
"3119","'full_bar'","full_bar"
"3120","u'full_bar'",NA
"3121","u'full_bar'","full_bar"
"3122","u'full_bar'",NA
"3123","u'full_bar'","full_bar"
"3124","u'none'","none"
"3125","'full_bar'","full_bar"
"3126",NA,NA
"3127",NA,NA
"3128",NA,NA
"3129","'full_bar'","full_bar"
"3130","u'full_bar'",NA
"3131",NA,NA
"3132","u'full_bar'",NA
"3133","u'full_bar'","full_bar"
"3134","u'full_bar'",NA
"3135",NA,NA
"3136","u'none'","none"
"3137",NA,NA
"3138",NA,NA
"3139","u'full_bar'","full_bar"
"3140","u'full_bar'",NA
"3141","'full_bar'","full_bar"
"3142","u'none'","none"
"3143","u'full_bar'","full_bar"
"3144","u'full_bar'",NA
"3145","u'beer_and_wine'","beer_and_wine"
"3146","'full_bar'",NA
"3147","u'full_bar'","full_bar"
"3148",NA,NA
"3149","u'full_bar'","full_bar"
"3150",NA,NA
"3151",NA,NA
"3152",NA,NA
"3153","'full_bar'","full_bar"
"3154","u'full_bar'",NA
"3155","'full_bar'","full_bar"
"3156","u'full_bar'",NA
"3157","u'full_bar'","full_bar"
"3158","u'full_bar'",NA
"3159","u'full_bar'","full_bar"
"3160","u'full_bar'",NA
"3161",NA,NA
"3162",NA,NA
"3163","u'full_bar'","full_bar"
"3164","u'full_bar'",NA
"3165","'full_bar'","full_bar"
"3166","u'full_bar'",NA
"3167","u'full_bar'","full_bar"
"3168","u'full_bar'",NA
"3169",NA,NA
"3170","u'full_bar'",NA
"3171","u'beer_and_wine'","beer_and_wine"
"3172",NA,NA
"3173",NA,NA
"3174",NA,NA
"3175","'full_bar'","full_bar"
"3176","u'full_bar'",NA
"3177","u'none'",NA
"3178","u'full_bar'",NA
"3179",NA,NA
"3180",NA,NA
"3181",NA,NA
"3182","'full_bar'",NA
"3183","u'none'",NA
"3184","u'beer_and_wine'",NA
"3185","u'full_bar'","full_bar"
"3186","u'full_bar'",NA
"3187","u'full_bar'","full_bar"
"3188","u'full_bar'",NA
"3189",NA,NA
"3190","u'full_bar'",NA
"3191","u'full_bar'","full_bar"
"3192","u'none'","none"
"3193",NA,NA
"3194",NA,NA
"3195",NA,NA
"3196",NA,NA
"3197","u'full_bar'","full_bar"
"3198",NA,NA
"3199",NA,NA
"3200","'none'","none"
"3201","'full_bar'","full_bar"
"3202","u'beer_and_wine'",NA
"3203",NA,NA
"3204","u'full_bar'",NA
"3205","u'full_bar'","full_bar"
"3206","'full_bar'",NA
"3207","'full_bar'","full_bar"
"3208","u'beer_and_wine'",NA
"3209",NA,NA
"3210","u'full_bar'",NA
"3211","u'none'",NA
"3212","u'full_bar'",NA
"3213","u'none'",NA
"3214","u'full_bar'",NA
"3215",NA,NA
"3216",NA,NA
"3217",NA,NA
"3218","u'full_bar'",NA
"3219",NA,NA
"3220","'full_bar'",NA
"3221","u'full_bar'","full_bar"
"3222","'full_bar'",NA
"3223","u'beer_and_wine'","beer_and_wine"
"3224",NA,NA
"3225",NA,NA
"3226",NA,NA
"3227","'none'",NA
"3228",NA,NA
"3229",NA,NA
"3230","'full_bar'",NA
"3231","u'full_bar'","full_bar"
"3232",NA,NA
"3233","u'none'",NA
"3234","u'full_bar'",NA
"3235",NA,NA
"3236","u'beer_and_wine'",NA
"3237","'full_bar'","full_bar"
"3238",NA,NA
"3239",NA,NA
"3240",NA,NA
"3241","u'full_bar'","full_bar"
"3242","u'full_bar'",NA
"3243",NA,NA
"3244","u'full_bar'",NA
"3245",NA,NA
"3246","'full_bar'",NA
"3247","'full_bar'","full_bar"
"3248",NA,NA
"3249","u'full_bar'","full_bar"
"3250","u'full_bar'",NA
"3251","'full_bar'","full_bar"
"3252","u'full_bar'",NA
"3253",NA,NA
"3254","u'full_bar'",NA
"3255","u'full_bar'","full_bar"
"3256","u'full_bar'",NA
"3257","u'full_bar'","full_bar"
"3258","u'full_bar'",NA
"3259",NA,NA
"3260",NA,NA
"3261",NA,NA
"3262","u'beer_and_wine'",NA
"3263","'beer_and_wine'","beer_and_wine"
"3264","'full_bar'",NA
"3265","'full_bar'","full_bar"
"3266","'none'","none"
"3267","'full_bar'","full_bar"
"3268",NA,NA
"3269","u'full_bar'","full_bar"
"3270",NA,NA
"3271","'full_bar'","full_bar"
"3272","u'full_bar'",NA
"3273","u'full_bar'","full_bar"
"3274","'full_bar'",NA
"3275","'none'",NA
"3276","u'none'","none"
"3277","u'full_bar'","full_bar"
"3278","u'none'","none"
"3279","u'full_bar'","full_bar"
"3280","'full_bar'",NA
"3281","u'full_bar'","full_bar"
"3282",NA,NA
"3283","u'full_bar'","full_bar"
"3284","u'full_bar'",NA
"3285",NA,NA
"3286","u'full_bar'",NA
"3287","'none'",NA
"3288","'full_bar'",NA
"3289","'full_bar'","full_bar"
"3290","u'full_bar'",NA
"3291","'full_bar'","full_bar"
"3292","u'full_bar'",NA
"3293",NA,NA
"3294",NA,NA
"3295","u'full_bar'","full_bar"
"3296","'full_bar'",NA
"3297","u'full_bar'","full_bar"
"3298","u'full_bar'",NA
"3299",NA,NA
"3300","u'full_bar'",NA
"3301","u'full_bar'","full_bar"
"3302","u'full_bar'",NA
"3303","u'full_bar'","full_bar"
"3304",NA,NA
"3305","u'full_bar'","full_bar"
"3306",NA,NA
"3307","u'full_bar'","full_bar"
"3308","u'full_bar'",NA
"3309",NA,NA
"3310","'full_bar'",NA
"3311",NA,NA
"3312",NA,NA
"3313",NA,NA
"3314",NA,NA
"3315","u'full_bar'","full_bar"
"3316","u'full_bar'",NA
"3317","u'full_bar'","full_bar"
"3318",NA,NA
"3319","u'full_bar'","full_bar"
"3320","u'full_bar'",NA
"3321",NA,NA
"3322","'beer_and_wine'",NA
"3323","u'full_bar'","full_bar"
"3324","'full_bar'",NA
"3325","u'full_bar'","full_bar"
"3326",NA,NA
"3327","u'full_bar'","full_bar"
"3328","u'full_bar'",NA
"3329","'full_bar'","full_bar"
"3330","u'full_bar'",NA
"3331","u'none'",NA
"3332",NA,NA
"3333","u'full_bar'","full_bar"
"3334","u'full_bar'",NA
"3335","u'full_bar'","full_bar"
"3336","u'full_bar'",NA
"3337","u'full_bar'","full_bar"
"3338","'full_bar'",NA
"3339","u'full_bar'","full_bar"
"3340","u'full_bar'",NA
"3341","u'full_bar'","full_bar"
"3342",NA,NA
"3343",NA,NA
"3344","u'full_bar'",NA
"3345","u'beer_and_wine'","beer_and_wine"
"3346","u'full_bar'",NA
"3347",NA,NA
"3348","u'full_bar'",NA
"3349",NA,NA
"3350",NA,NA
"3351",NA,NA
"3352",NA,NA
"3353","'full_bar'","full_bar"
"3354","u'none'","none"
"3355",NA,NA
"3356","u'full_bar'",NA
"3357",NA,NA
"3358","u'full_bar'",NA
"3359",NA,NA
"3360","'full_bar'",NA
"3361","u'full_bar'","full_bar"
"3362","u'full_bar'",NA
"3363","u'full_bar'","full_bar"
"3364","u'full_bar'",NA
"3365","u'full_bar'","full_bar"
"3366","u'full_bar'",NA
"3367",NA,NA
"3368",NA,NA
"3369",NA,NA
"3370","u'full_bar'",NA
"3371","u'full_bar'","full_bar"
"3372","u'full_bar'",NA
"3373","u'full_bar'","full_bar"
"3374",NA,NA
"3375","u'full_bar'","full_bar"
"3376","u'full_bar'",NA
"3377",NA,NA
"3378","u'full_bar'",NA
"3379","u'full_bar'","full_bar"
"3380",NA,NA
"3381","'full_bar'","full_bar"
"3382","u'none'","none"
"3383",NA,NA
"3384",NA,NA
"3385",NA,NA
"3386",NA,NA
"3387","u'full_bar'","full_bar"
"3388",NA,NA
"3389",NA,NA
"3390","u'full_bar'",NA
"3391","u'full_bar'","full_bar"
"3392",NA,NA
"3393","u'none'",NA
"3394",NA,NA
"3395",NA,NA
"3396","u'full_bar'",NA
"3397","u'full_bar'","full_bar"
"3398",NA,NA
"3399","u'full_bar'","full_bar"
"3400","u'full_bar'",NA
"3401","'full_bar'","full_bar"
"3402","u'full_bar'",NA
"3403","u'full_bar'","full_bar"
"3404","u'full_bar'",NA
"3405","u'full_bar'","full_bar"
"3406",NA,NA
"3407","u'full_bar'","full_bar"
"3408","u'full_bar'",NA
"3409","'full_bar'","full_bar"
"3410","u'full_bar'",NA
"3411","u'full_bar'","full_bar"
"3412",NA,NA
"3413","u'full_bar'","full_bar"
"3414","u'full_bar'",NA
"3415","u'beer_and_wine'","beer_and_wine"
"3416","u'full_bar'",NA
"3417","u'full_bar'","full_bar"
"3418",NA,NA
"3419","u'full_bar'","full_bar"
"3420","u'beer_and_wine'",NA
"3421","u'full_bar'","full_bar"
"3422",NA,NA
"3423","u'full_bar'","full_bar"
"3424","'full_bar'",NA
"3425","u'full_bar'","full_bar"
"3426","u'full_bar'",NA
"3427",NA,NA
"3428",NA,NA
"3429","u'full_bar'","full_bar"
"3430","u'full_bar'",NA
"3431","u'full_bar'","full_bar"
"3432","u'full_bar'",NA
"3433",NA,NA
"3434",NA,NA
"3435",NA,NA
"3436","u'full_bar'",NA
"3437","u'full_bar'","full_bar"
"3438",NA,NA
"3439",NA,NA
"3440","u'full_bar'",NA
"3441","u'full_bar'","full_bar"
"3442","u'full_bar'",NA
"3443",NA,NA
"3444","u'full_bar'",NA
"3445","u'full_bar'","full_bar"
"3446","u'full_bar'",NA
"3447","u'full_bar'","full_bar"
"3448","u'full_bar'",NA
"3449","u'full_bar'","full_bar"
"3450","u'full_bar'",NA
"3451","'full_bar'","full_bar"
"3452",NA,NA
"3453",NA,NA
"3454",NA,NA
"3455",NA,NA
"3456","u'full_bar'",NA
"3457","u'full_bar'","full_bar"
"3458","u'full_bar'",NA
"3459","u'beer_and_wine'","beer_and_wine"
"3460","u'full_bar'",NA
"3461","u'full_bar'","full_bar"
"3462",NA,NA
"3463","'full_bar'","full_bar"
"3464","u'beer_and_wine'",NA
"3465","u'full_bar'","full_bar"
"3466","'full_bar'",NA
"3467","u'full_bar'","full_bar"
"3468",NA,NA
"3469",NA,NA
"3470","'full_bar'",NA
"3471","u'full_bar'","full_bar"
"3472","u'full_bar'",NA
"3473",NA,NA
"3474",NA,NA
"3475",NA,NA
"3476","u'full_bar'",NA
"3477","u'full_bar'","full_bar"
"3478","u'full_bar'",NA
"3479","u'full_bar'","full_bar"
"3480","u'full_bar'",NA
"3481","u'full_bar'","full_bar"
"3482","u'none'","none"
"3483",NA,NA
"3484","'full_bar'",NA
"3485","u'beer_and_wine'","beer_and_wine"
"3486","'full_bar'",NA
"3487","u'full_bar'","full_bar"
"3488",NA,NA
"3489","'full_bar'","full_bar"
"3490",NA,NA
"3491","u'full_bar'","full_bar"
"3492",NA,NA
"3493",NA,NA
"3494",NA,NA
"3495",NA,NA
"3496",NA,NA
"3497","u'full_bar'","full_bar"
"3498",NA,NA
"3499","'full_bar'","full_bar"
"3500","u'full_bar'",NA
"3501","u'full_bar'","full_bar"
"3502",NA,NA
"3503","u'full_bar'","full_bar"
"3504","u'full_bar'",NA
"3505","'full_bar'","full_bar"
"3506",NA,NA
"3507",NA,NA
"3508",NA,NA
"3509","u'full_bar'","full_bar"
"3510",NA,NA
"3511","u'beer_and_wine'","beer_and_wine"
"3512","u'beer_and_wine'",NA
"3513","u'full_bar'","full_bar"
"3514","u'full_bar'",NA
"3515","u'full_bar'","full_bar"
"3516","'full_bar'",NA
"3517","'full_bar'","full_bar"
"3518",NA,NA
"3519","'full_bar'","full_bar"
"3520","u'full_bar'",NA
"3521","u'full_bar'","full_bar"
"3522","u'beer_and_wine'",NA
"3523",NA,NA
"3524","u'full_bar'",NA
"3525","u'full_bar'","full_bar"
"3526",NA,NA
"3527","'none'",NA
"3528","u'full_bar'",NA
"3529",NA,NA
"3530","'full_bar'",NA
"3531",NA,NA
"3532",NA,NA
"3533","u'none'",NA
"3534",NA,NA
"3535",NA,NA
"3536","u'full_bar'",NA
"3537","u'full_bar'","full_bar"
"3538","'full_bar'",NA
"3539",NA,NA
"3540",NA,NA
"3541","'full_bar'","full_bar"
"3542","u'full_bar'",NA
"3543","'full_bar'","full_bar"
"3544","'full_bar'",NA
"3545",NA,NA
"3546",NA,NA
"3547","u'beer_and_wine'","beer_and_wine"
"3548","u'full_bar'",NA
"3549","u'full_bar'","full_bar"
"3550","u'full_bar'",NA
"3551",NA,NA
"3552","u'none'","none"
"3553",NA,NA
"3554",NA,NA
"3555",NA,NA
"3556","u'full_bar'",NA
"3557","'full_bar'","full_bar"
"3558","'full_bar'",NA
"3559",NA,NA
"3560",NA,NA
"3561",NA,NA
"3562","u'none'","none"
"3563","u'full_bar'","full_bar"
"3564",NA,NA
"3565","u'full_bar'","full_bar"
"3566","u'full_bar'",NA
"3567","'full_bar'","full_bar"
"3568","u'full_bar'",NA
"3569","u'full_bar'","full_bar"
"3570","'beer_and_wine'",NA
"3571",NA,NA
"3572","u'none'","none"
"3573","u'full_bar'","full_bar"
"3574","u'none'","none"
"3575","u'full_bar'","full_bar"
"3576",NA,NA
"3577","u'full_bar'","full_bar"
"3578","'full_bar'",NA
"3579",NA,NA
"3580","u'full_bar'",NA
"3581","u'full_bar'","full_bar"
"3582","u'full_bar'",NA
"3583","u'full_bar'","full_bar"
"3584",NA,NA
"3585","u'full_bar'","full_bar"
"3586",NA,NA
"3587",NA,NA
"3588","u'beer_and_wine'",NA
"3589","'full_bar'","full_bar"
"3590",NA,NA
"3591","u'full_bar'","full_bar"
"3592",NA,NA
"3593","'full_bar'","full_bar"
"3594","u'full_bar'",NA
"3595","'full_bar'","full_bar"
"3596","'none'","none"
"3597","u'full_bar'","full_bar"
"3598","'full_bar'",NA
"3599","u'full_bar'","full_bar"
"3600","u'full_bar'",NA
"3601","u'full_bar'","full_bar"
"3602",NA,NA
"3603","u'full_bar'","full_bar"
"3604",NA,NA
"3605","u'full_bar'","full_bar"
"3606","u'full_bar'",NA
"3607","'none'",NA
"3608","u'full_bar'",NA
"3609","u'none'",NA
"3610",NA,NA
"3611",NA,NA
"3612","u'none'","none"
"3613","u'none'",NA
"3614","'full_bar'",NA
"3615","u'full_bar'","full_bar"
"3616","u'full_bar'",NA
"3617","u'full_bar'","full_bar"
"3618",NA,NA
"3619","u'full_bar'","full_bar"
"3620","u'full_bar'",NA
"3621","u'beer_and_wine'","beer_and_wine"
"3622","u'full_bar'",NA
"3623","u'full_bar'","full_bar"
"3624","u'full_bar'",NA
"3625","u'full_bar'","full_bar"
"3626","'full_bar'",NA
"3627","u'full_bar'","full_bar"
"3628","u'full_bar'",NA
"3629",NA,NA
"3630","u'full_bar'",NA
"3631","'full_bar'","full_bar"
"3632","u'full_bar'",NA
"3633","'full_bar'","full_bar"
"3634","u'none'","none"
"3635","u'full_bar'","full_bar"
"3636",NA,NA
"3637","u'full_bar'","full_bar"
"3638",NA,NA
"3639","u'full_bar'","full_bar"
"3640","u'full_bar'",NA
"3641",NA,NA
"3642",NA,NA
"3643",NA,NA
"3644","'full_bar'",NA
"3645","'full_bar'","full_bar"
"3646","u'full_bar'",NA
"3647","'beer_and_wine'","beer_and_wine"
"3648",NA,NA
"3649","u'full_bar'","full_bar"
"3650","u'beer_and_wine'",NA
"3651","u'full_bar'","full_bar"
"3652","'full_bar'",NA
"3653","u'full_bar'","full_bar"
"3654",NA,NA
"3655","u'full_bar'","full_bar"
"3656",NA,NA
"3657","u'beer_and_wine'","beer_and_wine"
"3658",NA,NA
"3659","'full_bar'","full_bar"
"3660",NA,NA
"3661","u'none'",NA
"3662","u'beer_and_wine'",NA
"3663","u'full_bar'","full_bar"
"3664","u'full_bar'",NA
"3665","u'full_bar'","full_bar"
"3666","u'full_bar'",NA
"3667","u'full_bar'","full_bar"
"3668","u'none'","none"
"3669","u'none'",NA
"3670",NA,NA
"3671","u'full_bar'","full_bar"
"3672","u'full_bar'",NA
"3673","u'full_bar'","full_bar"
"3674",NA,NA
"3675","u'full_bar'","full_bar"
"3676","u'full_bar'",NA
"3677",NA,NA
"3678","u'full_bar'",NA
"3679",NA,NA
"3680","u'full_bar'",NA
"3681","u'full_bar'","full_bar"
"3682",NA,NA
"3683","'full_bar'","full_bar"
"3684","u'full_bar'",NA
"3685","'full_bar'","full_bar"
"3686","'full_bar'",NA
"3687","u'full_bar'","full_bar"
"3688","u'none'","none"
"3689","u'full_bar'","full_bar"
"3690","'none'","none"
"3691","u'full_bar'","full_bar"
"3692","'full_bar'",NA
"3693",NA,NA
"3694","u'full_bar'",NA
"3695",NA,NA
"3696",NA,NA
"3697","u'full_bar'","full_bar"
"3698",NA,NA
"3699","u'full_bar'","full_bar"
"3700","'none'","none"
"3701",NA,NA
"3702","u'full_bar'",NA
"3703",NA,NA
"3704","u'beer_and_wine'",NA
"3705","u'full_bar'","full_bar"
"3706",NA,NA
"3707","u'full_bar'","full_bar"
"3708","u'full_bar'",NA
"3709","u'full_bar'","full_bar"
"3710","'full_bar'",NA
"3711","u'full_bar'","full_bar"
"3712","'full_bar'",NA
"3713","u'full_bar'","full_bar"
"3714","u'full_bar'",NA
"3715","u'none'",NA
"3716","u'full_bar'",NA
"3717",NA,NA
"3718","u'full_bar'",NA
"3719",NA,NA
"3720","'full_bar'",NA
"3721",NA,NA
"3722",NA,NA
"3723",NA,NA
"3724","u'full_bar'",NA
"3725","u'full_bar'","full_bar"
"3726",NA,NA
"3727","u'none'",NA
"3728","u'full_bar'",NA
"3729","u'full_bar'","full_bar"
"3730","u'beer_and_wine'",NA
"3731","u'beer_and_wine'","beer_and_wine"
"3732","u'full_bar'",NA
"3733",NA,NA
"3734","u'beer_and_wine'",NA
"3735","u'full_bar'","full_bar"
"3736",NA,NA
"3737","u'full_bar'","full_bar"
"3738","u'full_bar'",NA
"3739","u'none'",NA
"3740",NA,NA
"3741","u'full_bar'","full_bar"
"3742","u'full_bar'",NA
"3743","u'full_bar'","full_bar"
"3744","'full_bar'",NA
"3745","u'full_bar'","full_bar"
"3746",NA,NA
"3747","u'full_bar'","full_bar"
"3748",NA,NA
"3749","u'full_bar'","full_bar"
"3750","u'full_bar'",NA
"3751","u'full_bar'","full_bar"
"3752","'full_bar'",NA
"3753","u'none'",NA
"3754","u'full_bar'",NA
"3755","u'full_bar'","full_bar"
"3756","u'full_bar'",NA
"3757","'full_bar'","full_bar"
"3758","u'full_bar'",NA
"3759","u'full_bar'","full_bar"
"3760",NA,NA
"3761","u'full_bar'","full_bar"
"3762","u'full_bar'",NA
"3763","u'none'",NA
"3764","'full_bar'",NA
"3765",NA,NA
"3766",NA,NA
"3767","'full_bar'","full_bar"
"3768","u'full_bar'",NA
"3769","u'full_bar'","full_bar"
"3770","u'none'","none"
"3771","'none'",NA
"3772","u'full_bar'",NA
"3773",NA,NA
"3774","u'full_bar'",NA
"3775","u'full_bar'","full_bar"
"3776",NA,NA
"3777","u'full_bar'","full_bar"
"3778","'full_bar'",NA
"3779","u'full_bar'","full_bar"
"3780",NA,NA
"3781","u'full_bar'","full_bar"
"3782",NA,NA
"3783",NA,NA
"3784","u'full_bar'",NA
"3785","u'full_bar'","full_bar"
"3786","u'beer_and_wine'",NA
"3787","u'full_bar'","full_bar"
"3788","u'full_bar'",NA
"3789",NA,NA
"3790","u'full_bar'",NA
"3791",NA,NA
"3792","u'full_bar'",NA
"3793","u'full_bar'","full_bar"
"3794","u'full_bar'",NA
"3795","u'full_bar'","full_bar"
"3796","'full_bar'",NA
"3797","u'full_bar'","full_bar"
"3798",NA,NA
"3799","u'full_bar'","full_bar"
"3800","u'full_bar'",NA
"3801","u'full_bar'","full_bar"
"3802","u'full_bar'",NA
"3803","u'full_bar'","full_bar"
"3804",NA,NA
"3805","u'none'",NA
"3806","u'full_bar'",NA
"3807",NA,NA
"3808","u'full_bar'",NA
"3809","'full_bar'","full_bar"
"3810",NA,NA
"3811","u'full_bar'","full_bar"
"3812","u'full_bar'",NA
"3813","u'full_bar'","full_bar"
"3814","u'none'","none"
"3815",NA,NA
"3816",NA,NA
"3817","u'full_bar'","full_bar"
"3818",NA,NA
"3819",NA,NA
"3820","u'full_bar'",NA
"3821","u'full_bar'","full_bar"
"3822","u'full_bar'",NA
"3823","u'full_bar'","full_bar"
"3824","'none'","none"
"3825","'full_bar'","full_bar"
"3826","u'full_bar'",NA
"3827","u'full_bar'","full_bar"
"3828","u'full_bar'",NA
"3829",NA,NA
"3830","u'full_bar'",NA
"3831","u'full_bar'","full_bar"
"3832","'beer_and_wine'",NA
"3833","'full_bar'","full_bar"
"3834",NA,NA
"3835",NA,NA
"3836","'full_bar'",NA
"3837","u'full_bar'","full_bar"
"3838","u'none'","none"
"3839",NA,NA
"3840",NA,NA
"3841","u'full_bar'","full_bar"
"3842","u'full_bar'",NA
"3843","'full_bar'","full_bar"
"3844","u'full_bar'",NA
"3845","u'full_bar'","full_bar"
"3846",NA,NA
"3847",NA,NA
"3848","u'full_bar'",NA
"3849",NA,NA
"3850","u'none'","none"
"3851","u'full_bar'","full_bar"
"3852",NA,NA
"3853","u'beer_and_wine'","beer_and_wine"
"3854","u'none'","none"
"3855","u'full_bar'","full_bar"
"3856",NA,NA
"3857","u'none'",NA
"3858","u'full_bar'",NA
"3859","u'full_bar'","full_bar"
"3860","'full_bar'",NA
"3861","u'full_bar'","full_bar"
"3862","'full_bar'",NA
"3863","'full_bar'","full_bar"
"3864","u'full_bar'",NA
"3865","u'full_bar'","full_bar"
"3866","u'full_bar'",NA
"3867","u'full_bar'","full_bar"
"3868",NA,NA
"3869","u'full_bar'","full_bar"
"3870","u'none'","none"
"3871","u'beer_and_wine'","beer_and_wine"
"3872","u'full_bar'",NA
"3873","u'full_bar'","full_bar"
"3874","u'full_bar'",NA
"3875","u'full_bar'","full_bar"
"3876","u'full_bar'",NA
"3877",NA,NA
"3878",NA,NA
"3879",NA,NA
"3880","u'full_bar'",NA
"3881","u'full_bar'","full_bar"
"3882","u'full_bar'",NA
"3883","u'full_bar'","full_bar"
"3884",NA,NA
"3885",NA,NA
"3886","'full_bar'",NA
"3887",NA,NA
"3888","u'full_bar'",NA
"3889","'full_bar'","full_bar"
"3890","u'full_bar'",NA
"3891",NA,NA
"3892","u'full_bar'",NA
"3893","u'full_bar'","full_bar"
"3894","'none'","none"
"3895","u'full_bar'","full_bar"
"3896","u'full_bar'",NA
"3897","u'beer_and_wine'","beer_and_wine"
"3898","u'none'","none"
"3899","u'full_bar'","full_bar"
"3900","u'full_bar'",NA
"3901",NA,NA
"3902","u'full_bar'",NA
"3903","'full_bar'","full_bar"
"3904","u'full_bar'",NA
"3905",NA,NA
"3906","u'full_bar'",NA
"3907",NA,NA
"3908",NA,NA
"3909","u'full_bar'","full_bar"
"3910","u'full_bar'",NA
"3911",NA,NA
"3912","u'full_bar'",NA
"3913",NA,NA
"3914","u'full_bar'",NA
"3915","u'full_bar'","full_bar"
"3916","u'full_bar'",NA
"3917",NA,NA
"3918","u'full_bar'",NA
"3919",NA,NA
"3920",NA,NA
"3921","u'full_bar'","full_bar"
"3922","u'full_bar'",NA
"3923",NA,NA
"3924","u'full_bar'",NA
"3925","u'none'",NA
"3926","u'full_bar'",NA
"3927","'full_bar'","full_bar"
"3928","'none'","none"
"3929",NA,NA
"3930","u'full_bar'",NA
"3931",NA,NA
"3932",NA,NA
"3933","u'full_bar'","full_bar"
"3934","u'full_bar'",NA
"3935",NA,NA
"3936","u'full_bar'",NA
"3937","u'full_bar'","full_bar"
"3938","u'none'","none"
"3939","u'full_bar'","full_bar"
"3940","u'full_bar'",NA
"3941",NA,NA
"3942",NA,NA
"3943","u'full_bar'","full_bar"
"3944","u'full_bar'",NA
"3945",NA,NA
